RefDes     X          Y          Rot.       Exact     (FREE)    Side
R819       9310.0000  6890.0000  000        EXACT     (FREE)    Bottom                        
R820       10090.0000 5880.0000  180        EXACT     (FREE)    Top                           
R821       10090.0000 5840.0000  000        EXACT     (FREE)    Top                           
R822       9650.0000  5810.0000  180        EXACT     (FREE)    Bottom                        
R823       9650.0000  5770.0000  000        EXACT     (FREE)    Bottom                        
R824       9310.0000  5890.0000  000        EXACT     (FREE)    Bottom                        
R825       10090.0000 4880.0000  180        EXACT     (FREE)    Top                           
R826       10090.0000 4840.0000  000        EXACT     (FREE)    Top                           
R827       9650.0000  4810.0000  180        EXACT     (FREE)    Bottom                        
R828       9650.0000  4770.0000  000        EXACT     (FREE)    Bottom                        
R829       9310.0000  4890.0000  000        EXACT     (FREE)    Bottom                        
R830       10090.0000 3880.0000  180        EXACT     (FREE)    Top                           
R831       10090.0000 3840.0000  000        EXACT     (FREE)    Top                           
R832       9650.0000  3810.0000  180        EXACT     (FREE)    Bottom                        
R833       9650.0000  3770.0000  000        EXACT     (FREE)    Bottom                        
R834       9310.0000  3890.0000  000        EXACT     (FREE)    Bottom                        
R835       10090.0000 2880.0000  180        EXACT     (FREE)    Top                           
R836       10090.0000 2840.0000  000        EXACT     (FREE)    Top                           
R837       9650.0000  2810.0000  180        EXACT     (FREE)    Bottom                        
R838       9650.0000  2770.0000  000        EXACT     (FREE)    Bottom                        
R839       9310.0000  2890.0000  000        EXACT     (FREE)    Bottom                        
R840       10090.0000 1880.0000  180        EXACT     (FREE)    Top                           
R841       10090.0000 1840.0000  000        EXACT     (FREE)    Top                           
R842       9650.0000  1810.0000  180        EXACT     (FREE)    Bottom                        
R843       9650.0000  1770.0000  000        EXACT     (FREE)    Bottom                        
R844       9310.0000  1890.0000  000        EXACT     (FREE)    Bottom                        
R845       10090.0000 880.0000   180        EXACT     (FREE)    Top                           
R846       10090.0000 840.0000   000        EXACT     (FREE)    Top                           
R847       9650.0000  810.0000   180        EXACT     (FREE)    Bottom                        
R848       9650.0000  770.0000   000        EXACT     (FREE)    Bottom                        
R849       9310.0000  890.0000   000        EXACT     (FREE)    Bottom                        
R850       6540.0000  10205.0000 180        EXACT     (FREE)    Bottom                        
R851       6160.0000  10660.0000 090        EXACT     (FREE)    Top                           
R852       6450.0000  10070.0000 090        EXACT     (FREE)    Top                           
R853       6410.0000  10070.0000 090        EXACT     (FREE)    Top                           
R854       5797.0000  7296.0000  000        EXACT     (FREE)    Bottom                        
R855       5702.0000  7377.0000  000        EXACT     (FREE)    Bottom                        
R856       5625.0000  7496.0000  090        EXACT     (FREE)    Bottom                        
R857       5782.5000  7417.0000  090        EXACT     (FREE)    Bottom                        
R858       5420.0000  7120.0000  090        EXACT     (FREE)    Top                           
R859       6134.0000  12026.0000 180        EXACT     (FREE)    Top                           
R860       5322.0000  7398.0000  180        EXACT     (FREE)    Bottom                        
R861       5322.0000  7438.0000  180        EXACT     (FREE)    Bottom                        
R862       5322.0000  7318.0000  180        EXACT     (FREE)    Bottom                        
R863       5322.0000  7358.0000  180        EXACT     (FREE)    Bottom                        
R864       6520.0000  7480.0000  270        EXACT     (FREE)    Bottom                        
R865       6560.0000  7480.0000  090        EXACT     (FREE)    Bottom                        
R866       6630.0000  7500.0000  180        EXACT     (FREE)    Bottom                        
R867       6590.0000  10630.0000 180        EXACT     (FREE)    Bottom                        
R868       6485.0000  7140.0000  000        EXACT     (FREE)    Bottom                        
R869       6660.0000  7060.0000  180        EXACT     (FREE)    Bottom                        
R870       11670.0000 7830.0000  270        EXACT     (FREE)    Top                           
R871       572.0000   6073.0000  180        EXACT     (FREE)    Top                           
R872       486.0000   6073.0000  180        EXACT     (FREE)    Top                           
R873       572.0000   10073.0000 180        EXACT     (FREE)    Top                           
R874       486.0000   10073.0000 180        EXACT     (FREE)    Top                           
R875       11490.0000 6180.0000  180        EXACT     (FREE)    Top                           
R876       11420.0000 6180.0000  180        EXACT     (FREE)    Top                           
R877       11490.0000 2180.0000  180        EXACT     (FREE)    Top                           
R878       11420.0000 2180.0000  180        EXACT     (FREE)    Top                           
R879       11493.0000 10180.0000 180        EXACT     (FREE)    Top                           
R880       11424.0000 10180.0000 180        EXACT     (FREE)    Top                           
R881       6590.0000  10590.0000 180        EXACT     (FREE)    Bottom                        
R882       5350.0000  6040.0000  270        EXACT     (FREE)    Top                           
R883       7060.0000  6350.0000  270        EXACT     (FREE)    Top                           
S1         6170.0000  1740.0000  090        EXACT     (FREE)    Top                           
S1A        1010.0000  790.0000   090        EXACT     (FREE)    Top                           
S1B        1010.0000  1790.0000  090        EXACT     (FREE)    Top                           
S1C        1010.0000  2790.0000  090        EXACT     (FREE)    Top                           
S1D        1010.0000  3790.0000  090        EXACT     (FREE)    Top                           
S1E        1010.0000  4790.0000  090        EXACT     (FREE)    Top                           
S1F        1010.0000  5790.0000  090        EXACT     (FREE)    Top                           
S1G        1010.0000  6790.0000  090        EXACT     (FREE)    Top                           
S1H        1010.0000  7790.0000  090        EXACT     (FREE)    Top                           
S1I        1010.0000  8790.0000  090        EXACT     (FREE)    Top                           
S1J        1010.0000  9790.0000  090        EXACT     (FREE)    Top                           
S1K        1010.0000  10790.0000 090        EXACT     (FREE)    Top                           
S1L        1010.0000  11790.0000 090        EXACT     (FREE)    Top                           
S1M        10990.0000 11460.0000 270        EXACT     (FREE)    Top                           
S1N        10990.0000 10460.0000 270        EXACT     (FREE)    Top                           
S1O        10990.0000 9460.0000  270        EXACT     (FREE)    Top                           
S1P        10990.0000 8460.0000  270        EXACT     (FREE)    Top                           
S1Q        10990.0000 7460.0000  270        EXACT     (FREE)    Top                           
S1R        10990.0000 6460.0000  270        EXACT     (FREE)    Top                           
S1S        10990.0000 5460.0000  270        EXACT     (FREE)    Top                           
S1T        10990.0000 4460.0000  270        EXACT     (FREE)    Top                           
S1U        10990.0000 3460.0000  270        EXACT     (FREE)    Top                           
S1V        10990.0000 2460.0000  270        EXACT     (FREE)    Top                           
S1W        10990.0000 1460.0000  270        EXACT     (FREE)    Top                           
S1X        10990.0000 460.0000   270        EXACT     (FREE)    Top                           
S2         6170.0000  1250.0000  270        EXACT     (FREE)    Top                           
S3         6140.0000  990.0000   180        EXACT     (FREE)    Top                           
S4         845.0000   1315.0000  000        EXACT     (FREE)    Top                           
S5         845.0000   5315.0000  000        EXACT     (FREE)    Top                           
S6         845.0000   9315.0000  000        EXACT     (FREE)    Top                           
S7         11155.0000 10935.0000 180        EXACT     (FREE)    Top                           
S8         11155.0000 6935.0000  180        EXACT     (FREE)    Top                           
S9         11155.0000 2935.0000  180        EXACT     (FREE)    Top                           
S10        345.0000   2385.0000  000        EXACT     (FREE)    Top                           
S11        345.0000   6385.0000  000        EXACT     (FREE)    Top                           
S12        360.0000   10385.0000 000        EXACT     (FREE)    Top                           
S13        11635.0000 10075.0000 180        EXACT     (FREE)    Top                           
S14        11635.0000 6075.0000  180        EXACT     (FREE)    Top                           
S15        11635.0000 2075.0000  180        EXACT     (FREE)    Top                           
SH1        2180.0000  90.0000    000        EXACT     (FREE)    Bottom                        
SH2        2180.0000  1090.0000  000        EXACT     (FREE)    Bottom                        
SH3        2180.0000  2090.0000  000        EXACT     (FREE)    Bottom                        
SH4        2180.0000  3090.0000  000        EXACT     (FREE)    Bottom                        
SH5        2180.0000  4090.0000  000        EXACT     (FREE)    Bottom                        
SH6        2180.0000  5090.0000  000        EXACT     (FREE)    Bottom                        
SH7        2180.0000  6090.0000  000        EXACT     (FREE)    Bottom                        
SH8        2180.0000  7090.0000  000        EXACT     (FREE)    Bottom                        
SH9        2180.0000  8090.0000  000        EXACT     (FREE)    Bottom                        
SH10       2180.0000  9090.0000  000        EXACT     (FREE)    Bottom                        
SH11       2180.0000  10090.0000 000        EXACT     (FREE)    Bottom                        
SH12       2180.0000  11090.0000 000        EXACT     (FREE)    Bottom                        
SH13       3940.0000  10750.0000 000        EXACT     (FREE)    Top                           
SH14       3940.0000  11550.0000 000        EXACT     (FREE)    Top                           
SH15       6900.0000  10750.0000 000        EXACT     (FREE)    Top                           
SH16       6900.0000  11550.0000 000        EXACT     (FREE)    Top                           
SH17       6950.0000  10340.0000 000        EXACT     (FREE)    Top                           
SH18       5030.0000  10340.0000 000        EXACT     (FREE)    Top                           
SH19       9820.0000  12160.0000 180        EXACT     (FREE)    Bottom                        
SH20       9820.0000  11160.0000 180        EXACT     (FREE)    Bottom                        
SH21       9820.0000  10160.0000 180        EXACT     (FREE)    Bottom                        
SH22       9820.0000  9160.0000  180        EXACT     (FREE)    Bottom                        
SH23       9820.0000  8160.0000  180        EXACT     (FREE)    Bottom                        
SH24       9820.0000  7160.0000  180        EXACT     (FREE)    Bottom                        
SH25       9820.0000  6160.0000  180        EXACT     (FREE)    Bottom                        
SH26       9820.0000  5160.0000  180        EXACT     (FREE)    Bottom                        
SH27       9820.0000  4160.0000  180        EXACT     (FREE)    Bottom                        
SH28       9820.0000  3160.0000  180        EXACT     (FREE)    Bottom                        
SH29       9820.0000  2160.0000  180        EXACT     (FREE)    Bottom                        
SH30       9820.0000  1160.0000  180        EXACT     (FREE)    Bottom                        
T1         6260.0000  370.0000   270        EXACT     (FREE)    Top                           
T1A        1040.0000  600.0000   090        EXACT     (FREE)    Top                           
T1B        1040.0000  1600.0000  090        EXACT     (FREE)    Top                           
T1C        1040.0000  2600.0000  090        EXACT     (FREE)    Top                           
T1D        1040.0000  3600.0000  090        EXACT     (FREE)    Top                           
T1E        1040.0000  4600.0000  090        EXACT     (FREE)    Top                           
T1F        1040.0000  5600.0000  090        EXACT     (FREE)    Top                           
T1G        1040.0000  6600.0000  090        EXACT     (FREE)    Top                           
T1H        1040.0000  7600.0000  090        EXACT     (FREE)    Top                           
T1I        1040.0000  8600.0000  090        EXACT     (FREE)    Top                           
T1J        1040.0000  9600.0000  090        EXACT     (FREE)    Top                           
T1K        1040.0000  10600.0000 090        EXACT     (FREE)    Top                           
T1L        1040.0000  11600.0000 090        EXACT     (FREE)    Top                           
T1M        10960.0000 11650.0000 270        EXACT     (FREE)    Top                           
T1N        10960.0000 10650.0000 270        EXACT     (FREE)    Top                           
T1O        10960.0000 9650.0000  270        EXACT     (FREE)    Top                           
T1P        10960.0000 8650.0000  270        EXACT     (FREE)    Top                           
T1Q        10960.0000 7650.0000  270        EXACT     (FREE)    Top                           
T1R        10960.0000 6650.0000  270        EXACT     (FREE)    Top                           
T1S        10960.0000 5650.0000  270        EXACT     (FREE)    Top                           
T1T        10960.0000 4650.0000  270        EXACT     (FREE)    Top                           
T1U        10960.0000 3650.0000  270        EXACT     (FREE)    Top                           
T1V        10960.0000 2650.0000  270        EXACT     (FREE)    Top                           
T1W        10960.0000 1650.0000  270        EXACT     (FREE)    Top                           
T1X        10960.0000 650.0000   270        EXACT     (FREE)    Top                           
T2         840.0000   2270.0000  000        EXACT     (FREE)    Top                           
T3         840.0000   6270.0000  000        EXACT     (FREE)    Top                           
T4         840.0000   10270.0000 000        EXACT     (FREE)    Top                           
T5         11160.0000 9980.0000  180        EXACT     (FREE)    Top                           
T6         11160.0000 5980.0000  180        EXACT     (FREE)    Top                           
T7         11160.0000 1980.0000  180        EXACT     (FREE)    Top                           
TP1        2950.0000  11910.0000 000        EXACT     (FREE)    Top                           
TP1A       800.0000   780.0000   270        EXACT     (FREE)    Top                           
TP1B       800.0000   1780.0000  270        EXACT     (FREE)    Top                           
TP1C       800.0000   2780.0000  270        EXACT     (FREE)    Top                           
TP1D       800.0000   3780.0000  270        EXACT     (FREE)    Top                           
TP1E       800.0000   4780.0000  270        EXACT     (FREE)    Top                           
TP1F       800.0000   5780.0000  270        EXACT     (FREE)    Top                           
TP1G       800.0000   6780.0000  270        EXACT     (FREE)    Top                           
TP1H       800.0000   7780.0000  270        EXACT     (FREE)    Top                           
TP1I       800.0000   8780.0000  270        EXACT     (FREE)    Top                           
TP1J       800.0000   9780.0000  270        EXACT     (FREE)    Top                           
TP1K       800.0000   10780.0000 270        EXACT     (FREE)    Top                           
TP1L       800.0000   11780.0000 270        EXACT     (FREE)    Top                           
TP1M       11200.0000 11470.0000 090        EXACT     (FREE)    Top                           
TP1N       11200.0000 10470.0000 090        EXACT     (FREE)    Top                           
TP1O       11200.0000 9470.0000  090        EXACT     (FREE)    Top                           
TP1P       11200.0000 8470.0000  090        EXACT     (FREE)    Top                           
TP1Q       11200.0000 7470.0000  090        EXACT     (FREE)    Top                           
TP1R       11200.0000 6470.0000  090        EXACT     (FREE)    Top                           
TP1S       11200.0000 5470.0000  090        EXACT     (FREE)    Top                           
TP1T       11200.0000 4470.0000  090        EXACT     (FREE)    Top                           
TP1U       11200.0000 3470.0000  090        EXACT     (FREE)    Top                           
TP1V       11200.0000 2470.0000  090        EXACT     (FREE)    Top                           
TP1W       11200.0000 1470.0000  090        EXACT     (FREE)    Top                           
TP1X       11200.0000 470.0000   090        EXACT     (FREE)    Top                           
TP2        3050.0000  11910.0000 000        EXACT     (FREE)    Top                           
TP2A       1930.0000  780.0000   090        EXACT     (FREE)    Top                           
TP2B       1930.0000  1780.0000  090        EXACT     (FREE)    Top                           
TP2C       1930.0000  2780.0000  090        EXACT     (FREE)    Top                           
TP2D       1930.0000  3780.0000  090        EXACT     (FREE)    Top                           
TP2E       1930.0000  4780.0000  090        EXACT     (FREE)    Top                           
TP2F       1930.0000  5780.0000  090        EXACT     (FREE)    Top                           
TP2G       1930.0000  6780.0000  090        EXACT     (FREE)    Top                           
TP2H       1930.0000  7780.0000  090        EXACT     (FREE)    Top                           
TP2I       1930.0000  8780.0000  090        EXACT     (FREE)    Top                           
TP2J       1930.0000  9780.0000  090        EXACT     (FREE)    Top                           
TP2K       1930.0000  10780.0000 090        EXACT     (FREE)    Top                           
TP2L       1930.0000  11780.0000 090        EXACT     (FREE)    Top                           
TP2M       10070.0000 11470.0000 270        EXACT     (FREE)    Top                           
TP2N       10070.0000 10470.0000 270        EXACT     (FREE)    Top                           
TP2O       10070.0000 9470.0000  270        EXACT     (FREE)    Top                           
TP2P       10070.0000 8470.0000  270        EXACT     (FREE)    Top                           
TP2Q       10070.0000 7470.0000  270        EXACT     (FREE)    Top                           
TP2R       10070.0000 6470.0000  270        EXACT     (FREE)    Top                           
TP2S       10070.0000 5470.0000  270        EXACT     (FREE)    Top                           
TP2T       10070.0000 4470.0000  270        EXACT     (FREE)    Top                           
TP2U       10070.0000 3470.0000  270        EXACT     (FREE)    Top                           
TP2V       10070.0000 2470.0000  270        EXACT     (FREE)    Top                           
TP2W       10070.0000 1470.0000  270        EXACT     (FREE)    Top                           
TP2X       10070.0000 470.0000   270        EXACT     (FREE)    Top                           
TP3        3150.0000  11910.0000 000        EXACT     (FREE)    Top                           
TP3A       2183.4601  259.2550   090        EXACT     (FREE)    Top                           
TP3B       2183.4601  1259.2550  090        EXACT     (FREE)    Top                           
TP3C       2183.4601  2259.2550  090        EXACT     (FREE)    Top                           
TP3D       2183.4601  3259.2550  090        EXACT     (FREE)    Top                           
TP3E       2183.4601  4259.2550  090        EXACT     (FREE)    Top                           
TP3F       2183.4601  5259.2550  090        EXACT     (FREE)    Top                           
TP3G       2183.4601  6259.2550  090        EXACT     (FREE)    Top                           
TP3H       2183.4601  7259.2550  090        EXACT     (FREE)    Top                           
TP3I       2183.4601  8259.2550  090        EXACT     (FREE)    Top                           
TP3J       2183.4601  9259.2550  090        EXACT     (FREE)    Top                           
TP3K       2183.4601  10259.2550 090        EXACT     (FREE)    Top                           
TP3L       2183.4601  11259.2550 090        EXACT     (FREE)    Top                           
TP3M       9816.5399  11990.7450 270        EXACT     (FREE)    Top                           
TP3N       9816.5399  10990.7450 270        EXACT     (FREE)    Top                           
TP3O       9816.5399  9990.7450  270        EXACT     (FREE)    Top                           
TP3P       9816.5399  8990.7450  270        EXACT     (FREE)    Top                           
TP3Q       9816.5399  7990.7450  270        EXACT     (FREE)    Top                           
TP3R       9816.5399  6990.7450  270        EXACT     (FREE)    Top                           
TP3S       9816.5399  5990.7450  270        EXACT     (FREE)    Top                           
TP3T       9816.5399  4990.7450  270        EXACT     (FREE)    Top                           
TP3U       9816.5399  3990.7450  270        EXACT     (FREE)    Top                           
TP3V       9816.5399  2990.7450  270        EXACT     (FREE)    Top                           
TP3W       9816.5399  1990.7450  270        EXACT     (FREE)    Top                           
TP3X       9816.5399  990.7450   270        EXACT     (FREE)    Top                           
TP4        2190.0000  8620.0000  000        EXACT     (FREE)    Top                           
TP5        2190.0000  9620.0000  000        EXACT     (FREE)    Top                           
TP6        365.0000   3270.0000  000        EXACT     (FREE)    Top                           
TP7        6283.9000  2190.3000  180        EXACT     (FREE)    Top                           
TP8        2190.0000  10620.0000 000        EXACT     (FREE)    Top                           
TP9        2190.0000  11620.0000 000        EXACT     (FREE)    Top                           
TP10       2190.0000  4620.0000  000        EXACT     (FREE)    Top                           
TP11       2190.0000  5620.0000  000        EXACT     (FREE)    Top                           
TP12       2190.0000  6620.0000  000        EXACT     (FREE)    Top                           
TP13       2190.0000  7620.0000  000        EXACT     (FREE)    Top                           
TP14       2140.0000  7690.0000  000        EXACT     (FREE)    Top                           
TP15       2140.0000  6690.0000  000        EXACT     (FREE)    Top                           
TP16       2140.0000  5690.0000  000        EXACT     (FREE)    Top                           
TP17       2140.0000  4690.0000  000        EXACT     (FREE)    Top                           
TP18       365.0000   7270.0000  000        EXACT     (FREE)    Top                           
TP19       2140.0000  11690.0000 000        EXACT     (FREE)    Top                           
TP20       2140.0000  10690.0000 000        EXACT     (FREE)    Top                           
TP21       2140.0000  9690.0000  000        EXACT     (FREE)    Top                           
TP22       2140.0000  8690.0000  000        EXACT     (FREE)    Top                           
TP23       2475.0000  3930.0000  000        EXACT     (FREE)    Top                           
TP24       2435.0000  3970.0000  000        EXACT     (FREE)    Top                           
TP25       2475.0000  2930.0000  000        EXACT     (FREE)    Top                           
TP26       2435.0000  2970.0000  000        EXACT     (FREE)    Top                           
TP27       2190.0000  3620.0000  000        EXACT     (FREE)    Top                           
TP28       2190.0000  2620.0000  000        EXACT     (FREE)    Top                           
TP29       2190.0000  1620.0000  000        EXACT     (FREE)    Top                           
TP30       2280.0000  540.0000   000        EXACT     (FREE)    Top                           
TP31       2140.0000  3690.0000  000        EXACT     (FREE)    Top                           
TP32       2140.0000  2690.0000  000        EXACT     (FREE)    Top                           
TP33       2140.0000  1690.0000  000        EXACT     (FREE)    Top                           
TP34       2140.0000  690.0000   000        EXACT     (FREE)    Top                           
TP35       2475.0000  1930.0000  000        EXACT     (FREE)    Top                           
TP36       2435.0000  1970.0000  000        EXACT     (FREE)    Top                           
TP37       2475.0000  930.0000   000        EXACT     (FREE)    Top                           
TP38       2435.0000  970.0000   000        EXACT     (FREE)    Top                           
TP39       2475.0000  4930.0000  000        EXACT     (FREE)    Top                           
TP40       2435.0000  4970.0000  000        EXACT     (FREE)    Top                           
TP41       2475.0000  5930.0000  000        EXACT     (FREE)    Top                           
TP42       2435.0000  5970.0000  000        EXACT     (FREE)    Top                           
TP43       2475.0000  6930.0000  000        EXACT     (FREE)    Top                           
TP44       2435.0000  6970.0000  000        EXACT     (FREE)    Top                           
TP45       2475.0000  7930.0000  000        EXACT     (FREE)    Top                           
TP46       2435.0000  7970.0000  000        EXACT     (FREE)    Top                           
TP47       6140.0000  790.0000   000        EXACT     (FREE)    Top                           
TP48       365.0000   11270.0000 000        EXACT     (FREE)    Top                           
TP49       2475.0000  8930.0000  000        EXACT     (FREE)    Top                           
TP50       2435.0000  8970.0000  000        EXACT     (FREE)    Top                           
TP51       2475.0000  9930.0000  000        EXACT     (FREE)    Top                           
TP52       2435.0000  9970.0000  000        EXACT     (FREE)    Top                           
TP53       2475.0000  10930.0000 000        EXACT     (FREE)    Top                           
TP54       2435.0000  10970.0000 000        EXACT     (FREE)    Top                           
TP55       2475.0000  11930.0000 000        EXACT     (FREE)    Top                           
TP56       2435.0000  11970.0000 000        EXACT     (FREE)    Top                           
TP57       9810.0000  11630.0000 180        EXACT     (FREE)    Top                           
TP58       9810.0000  10630.0000 180        EXACT     (FREE)    Top                           
TP59       9810.0000  9630.0000  180        EXACT     (FREE)    Top                           
TP60       9810.0000  8630.0000  180        EXACT     (FREE)    Top                           
TP61       9860.0000  8560.0000  180        EXACT     (FREE)    Top                           
TP62       9860.0000  9560.0000  180        EXACT     (FREE)    Top                           
TP63       9860.0000  10560.0000 180        EXACT     (FREE)    Top                           
TP64       9860.0000  11560.0000 180        EXACT     (FREE)    Top                           
TP65       11635.0000 8980.0000  180        EXACT     (FREE)    Top                           
TP66       9525.0000  8320.0000  180        EXACT     (FREE)    Top                           
TP67       9565.0000  8280.0000  180        EXACT     (FREE)    Top                           
TP68       9525.0000  9320.0000  180        EXACT     (FREE)    Top                           
TP69       9565.0000  9280.0000  180        EXACT     (FREE)    Top                           
TP70       9525.0000  10320.0000 180        EXACT     (FREE)    Top                           
TP71       9565.0000  10280.0000 180        EXACT     (FREE)    Top                           
TP72       9525.0000  11320.0000 180        EXACT     (FREE)    Top                           
TP73       9565.0000  11280.0000 180        EXACT     (FREE)    Top                           
TP74       6140.0000  540.0000   180        EXACT     (FREE)    Top                           
TP75       9810.0000  7630.0000  180        EXACT     (FREE)    Top                           
TP76       9810.0000  6630.0000  180        EXACT     (FREE)    Top                           
TP77       9810.0000  5630.0000  180        EXACT     (FREE)    Top                           
TP78       9810.0000  4630.0000  180        EXACT     (FREE)    Top                           
TP79       9860.0000  4560.0000  180        EXACT     (FREE)    Top                           
TP80       9860.0000  5560.0000  180        EXACT     (FREE)    Top                           
TP81       9860.0000  6560.0000  180        EXACT     (FREE)    Top                           
TP82       9860.0000  7560.0000  180        EXACT     (FREE)    Top                           
TP83       11635.0000 4980.0000  180        EXACT     (FREE)    Top                           
TP84       9525.0000  7320.0000  180        EXACT     (FREE)    Top                           
TP85       9565.0000  7280.0000  180        EXACT     (FREE)    Top                           
TP86       9525.0000  6320.0000  180        EXACT     (FREE)    Top                           
TP87       9565.0000  6280.0000  180        EXACT     (FREE)    Top                           
TP88       9525.0000  5320.0000  180        EXACT     (FREE)    Top                           
TP89       9565.0000  5280.0000  180        EXACT     (FREE)    Top                           
TP90       9525.0000  4320.0000  180        EXACT     (FREE)    Top                           
TP91       9565.0000  4280.0000  180        EXACT     (FREE)    Top                           
TP92       9810.0000  3630.0000  180        EXACT     (FREE)    Top                           
TP93       9810.0000  2630.0000  180        EXACT     (FREE)    Top                           
TP94       9810.0000  1630.0000  180        EXACT     (FREE)    Top                           
TP95       9810.0000  630.0000   180        EXACT     (FREE)    Top                           
TP96       9860.0000  560.0000   180        EXACT     (FREE)    Top                           
TP97       9860.0000  1560.0000  180        EXACT     (FREE)    Top                           
TP98       9860.0000  2560.0000  180        EXACT     (FREE)    Top                           
TP99       9860.0000  3560.0000  180        EXACT     (FREE)    Top                           
TP100      11635.0000 980.0000   180        EXACT     (FREE)    Top                           
TP101      9525.0000  3320.0000  180        EXACT     (FREE)    Top                           
TP102      9565.0000  3280.0000  180        EXACT     (FREE)    Top                           
TP103      9525.0000  2320.0000  180        EXACT     (FREE)    Top                           
TP104      9565.0000  2280.0000  180        EXACT     (FREE)    Top                           
TP105      9525.0000  1320.0000  180        EXACT     (FREE)    Top                           
TP106      9565.0000  1280.0000  180        EXACT     (FREE)    Top                           
TP107      9525.0000  320.0000   180        EXACT     (FREE)    Top                           
TP108      9565.0000  280.0000   180        EXACT     (FREE)    Top                           
TP109      3250.0000  12010.0000 000        EXACT     (FREE)    Top                           
TP110      3450.0000  12010.0000 000        EXACT     (FREE)    Top                           
TP111      3350.0000  12010.0000 000        EXACT     (FREE)    Top                           
TP112      3550.0000  12010.0000 000        EXACT     (FREE)    Top                           
TP113      3150.0000  12010.0000 000        EXACT     (FREE)    Top                           
TP114      3050.0000  12010.0000 000        EXACT     (FREE)    Top                           
TP115      2950.0000  12010.0000 000        EXACT     (FREE)    Top                           
TP116      7725.0000  10585.0000 000        EXACT     (FREE)    Top                           
TP117      7825.0000  10585.0000 000        EXACT     (FREE)    Top                           
TP118      7375.0000  10000.0000 000        EXACT     (FREE)    Top                           
TP119      7475.0000  10000.0000 000        EXACT     (FREE)    Top                           
TP120      5145.0000  9660.0000  000        EXACT     (FREE)    Top                           
TP121      5245.0000  9660.0000  000        EXACT     (FREE)    Top                           
TP122      4115.0000  10620.0000 000        EXACT     (FREE)    Top                           
TP123      4215.0000  10620.0000 000        EXACT     (FREE)    Top                           
TP124      3675.0000  11540.0000 000        EXACT     (FREE)    Top                           
TP125      3775.0000  11540.0000 000        EXACT     (FREE)    Top                           
TP126      7305.0000  10450.0000 000        EXACT     (FREE)    Top                           
TP127      7405.0000  10450.0000 000        EXACT     (FREE)    Top                           
U1         6170.0000  2050.0000  000        EXACT     (FREE)    Top                           
U1A        1485.9798  265.9872   180        EXACT     (FREE)    Bottom                        
U1B        1485.9798  1265.9872  180        EXACT     (FREE)    Bottom                        
U1C        1485.9798  2265.9872  180        EXACT     (FREE)    Bottom                        
U1D        1485.9798  3265.9872  180        EXACT     (FREE)    Bottom                        
U1E        1485.9798  4265.9872  180        EXACT     (FREE)    Bottom                        
U1F        1485.9798  5265.9872  180        EXACT     (FREE)    Bottom                        
U1G        1485.9798  6265.9872  180        EXACT     (FREE)    Bottom                        
U1H        1485.9798  7265.9872  180        EXACT     (FREE)    Bottom                        
U1I        1485.9798  8265.9872  180        EXACT     (FREE)    Bottom                        
U1J        1485.9798  9265.9872  180        EXACT     (FREE)    Bottom                        
U1K        1485.9798  10265.9872 180        EXACT     (FREE)    Bottom                        
U1L        1485.9798  11265.9872 180        EXACT     (FREE)    Bottom                        
U1M        10514.0202 11984.0128 000        EXACT     (FREE)    Bottom                        
U1N        10514.0202 10984.0128 000        EXACT     (FREE)    Bottom                        
U1O        10514.0202 9984.0128  000        EXACT     (FREE)    Bottom                        
U1P        10514.0202 8984.0128  000        EXACT     (FREE)    Bottom                        
U1Q        10514.0202 7984.0128  000        EXACT     (FREE)    Bottom                        
U1R        10514.0202 6984.0128  000        EXACT     (FREE)    Bottom                        
U1S        10514.0202 5984.0128  000        EXACT     (FREE)    Bottom                        
U1T        10514.0202 4984.0128  000        EXACT     (FREE)    Bottom                        
U1U        10514.0202 3984.0128  000        EXACT     (FREE)    Bottom                        
U1V        10514.0202 2984.0128  000        EXACT     (FREE)    Bottom                        
U1W        10514.0202 1984.0128  000        EXACT     (FREE)    Bottom                        
U1X        10514.0202 984.0128   000        EXACT     (FREE)    Bottom                        
U2         6125.0000  9830.0000  270        EXACT     (FREE)    Top                           
U2A        1805.9798  375.9872   180        EXACT     (FREE)    Bottom                        
U2B        1805.9798  1375.9872  180        EXACT     (FREE)    Bottom                        
U2C        1805.9798  2375.9872  180        EXACT     (FREE)    Bottom                        
U2D        1805.9798  3375.9872  180        EXACT     (FREE)    Bottom                        
U2E        1805.9798  4375.9872  180        EXACT     (FREE)    Bottom                        
U2F        1805.9798  5375.9872  180        EXACT     (FREE)    Bottom                        
U2G        1805.9798  6375.9872  180        EXACT     (FREE)    Bottom                        
U2H        1805.9798  7375.9872  180        EXACT     (FREE)    Bottom                        
U2I        1805.9798  8375.9872  180        EXACT     (FREE)    Bottom                        
U2J        1805.9798  9375.9872  180        EXACT     (FREE)    Bottom                        
U2K        1805.9798  10375.9872 180        EXACT     (FREE)    Bottom                        
U2L        1805.9798  11375.9872 180        EXACT     (FREE)    Bottom                        
U2M        10194.0202 11874.0128 000        EXACT     (FREE)    Bottom                        
U2N        10194.0202 10874.0128 000        EXACT     (FREE)    Bottom                        
U2O        10194.0202 9874.0128  000        EXACT     (FREE)    Bottom                        
U2P        10194.0202 8874.0128  000        EXACT     (FREE)    Bottom                        
U2Q        10194.0202 7874.0128  000        EXACT     (FREE)    Bottom                        
